CustomerID,Recency,Frequency,Monetary,Churn,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment
50986,46.0,1.0,120.74,1,5,1,1,7,1,Loyal Customers
50987,37.0,1.0,201.69,1,1,1,4,6,3,Champions
50988,42.0,1.0,148.55,1,2,1,2,5,1,Loyal Customers
50989,44.0,1.0,140.87,0,4,1,2,7,1,Loyal Customers
50990,40.0,7.0,123.67,0,2,5,1,8,3,Champions
50991,46.0,1.0,129.72,0,5,1,1,7,1,Loyal Customers
50992,33.0,2.0,295.86,0,1,2,5,8,0,Champions
50993,45.0,2.0,154.84,0,5,2,3,10,1,Loyal Customers
50994,46.0,1.0,120.61,0,5,1,1,7,1,Loyal Customers
50995,39.0,7.0,199.24,0,2,5,4,11,2,Champions
50996,44.0,1.0,141.98,0,4,1,2,7,1,Loyal Customers
50997,46.0,1.0,168.15,0,5,1,3,9,1,Loyal Customers
50998,41.0,1.0,147.23,0,2,1,2,5,1,Loyal Customers
50999,42.0,1.0,161.42,0,2,1,3,6,1,Loyal Customers
51000,40.0,7.0,182.37,0,2,5,4,11,2,Champions
51001,43.0,1.0,188.53,0,3,1,4,8,1,Loyal Customers
51002,46.0,1.0,293.31,0,5,1,5,11,0,Champions
51003,44.0,2.0,120.73,0,4,2,1,7,1,Loyal Customers
51004,44.0,1.0,155.62,0,4,1,3,8,1,Loyal Customers
51005,45.0,1.0,296.13,0,5,1,5,11,0,Champions
51006,38.0,6.0,134.07,0,1,5,1,7,3,Champions
51007,39.0,7.0,150.63,0,2,5,2,9,3,Champions
51008,44.0,1.0,146.39,0,4,1,2,7,1,Loyal Customers
51009,44.0,1.0,148.76,0,4,1,2,7,1,Loyal Customers
51010,45.0,1.0,126.9,0,5,1,1,7,1,Loyal Customers
51011,34.0,1.0,275.67,0,1,1,5,7,0,Champions
51012,46.0,1.0,124.08,1,5,1,1,7,1,Loyal Customers
51013,43.0,1.0,128.14,0,3,1,1,5,1,Loyal Customers
51014,43.0,12.0,212.45,0,3,5,5,13,2,Champions
51015,44.0,1.0,133.12,0,4,1,1,6,1,Loyal Customers
51016,36.0,1.0,290.49,0,1,1,5,7,0,Champions
51017,45.0,1.0,121.41,0,5,1,1,7,1,Loyal Customers
51018,42.0,1.0,157.69,0,2,1,3,6,1,Loyal Customers
51019,41.0,4.0,143.85,0,2,4,2,8,1,Loyal Customers
51020,43.0,1.0,153.32,0,3,1,2,6,1,Loyal Customers
51021,45.0,1.0,146.63,0,5,1,2,8,1,Loyal Customers
51022,44.0,7.0,147.24,0,4,5,2,11,1,Loyal Customers
51023,42.0,1.0,132.11,0,2,1,1,4,1,Loyal Customers
51024,39.0,7.0,153.77,0,2,5,3,10,3,Champions
51025,39.0,1.0,140.66,0,2,1,1,4,3,Champions
51026,36.0,1.0,152.08,0,1,1,2,4,3,Champions
51027,46.0,1.0,0.0,0,5,1,1,7,1,Loyal Customers
51028,44.0,2.0,131.17,0,4,2,1,7,1,Loyal Customers
51029,46.0,1.0,115.69,1,5,1,1,7,1,Loyal Customers
51030,46.0,1.0,296.58,0,5,1,5,11,0,Champions
51031,39.0,1.0,130.69,0,2,1,1,4,3,Champions
51032,34.0,14.0,204.35,0,1,5,4,10,2,Champions
51033,37.0,2.0,141.48,0,1,2,2,5,3,Champions
51034,44.0,1.0,157.68,0,4,1,3,8,1,Loyal Customers
51035,38.0,3.0,150.42,0,1,4,2,7,3,Champions
51036,37.0,3.0,157.7,0,1,4,3,8,3,Champions
51037,44.0,1.0,177.56,0,4,1,4,9,1,Loyal Customers
51038,46.0,6.0,203.06,1,5,5,4,14,1,Loyal Customers
51039,39.0,7.0,139.36,0,2,5,1,8,3,Champions
51040,43.0,3.0,179.45,0,3,4,4,11,1,Loyal Customers
51041,44.0,1.0,157.43,0,4,1,3,8,1,Loyal Customers
51042,44.0,2.0,252.02,0,4,2,5,11,0,Champions
51043,44.0,2.0,154.4,1,4,2,3,9,1,Loyal Customers
51044,43.0,1.0,137.6,0,3,1,1,5,1,Loyal Customers
51045,44.0,1.0,135.17,0,4,1,1,6,1,Loyal Customers
51046,44.0,1.0,125.8,0,4,1,1,6,1,Loyal Customers
51047,43.0,1.0,121.66,1,3,1,1,5,1,Loyal Customers
51048,42.0,1.0,158.69,0,2,1,3,6,1,Loyal Customers
51049,44.0,1.0,180.08,0,4,1,4,9,1,Loyal Customers
51050,39.0,1.0,152.06,0,2,1,2,5,3,Champions
51051,46.0,1.0,152.95,0,5,1,2,8,1,Loyal Customers
51052,44.0,1.0,264.13,0,4,1,5,10,0,Champions
51053,35.0,2.0,232.69,0,1,2,5,8,3,Champions
51054,44.0,2.0,127.83,0,4,2,1,7,1,Loyal Customers
51055,37.0,7.0,154.33,0,1,5,3,9,3,Champions
51056,43.0,1.0,120.13,0,3,1,1,5,1,Loyal Customers
51057,34.0,2.0,239.66000000000005,0,1,2,5,8,3,Champions
51058,44.0,1.0,143.74,0,4,1,2,7,1,Loyal Customers
51059,42.0,1.0,168.42,0,2,1,3,6,1,Loyal Customers
51060,39.0,4.0,274.26,0,2,4,5,11,0,Champions
51061,35.0,6.0,276.03,0,1,5,5,11,2,Champions
51062,39.0,6.0,145.81,1,2,5,2,9,3,Champions
51063,37.0,2.0,147.35,0,1,2,2,5,3,Champions
51064,37.0,1.0,141.87,0,1,1,2,4,3,Champions
51065,42.0,1.0,155.05,0,2,1,3,6,1,Loyal Customers
51066,40.0,1.0,154.7,0,2,1,3,6,3,Champions
51067,44.0,1.0,154.76,0,4,1,3,8,1,Loyal Customers
51068,44.0,2.0,125.87,0,4,2,1,7,1,Loyal Customers
51069,43.0,3.0,124.4,0,3,4,1,8,1,Loyal Customers
51070,44.0,2.0,259.72,0,4,2,5,11,0,Champions
51071,46.0,2.0,253.79,0,5,2,5,12,0,Champions
51072,44.0,1.0,170.82,0,4,1,3,8,1,Loyal Customers
51073,44.0,1.0,127.28,0,4,1,1,6,1,Loyal Customers
51074,44.0,1.0,153.68,0,4,1,3,8,1,Loyal Customers
51075,44.0,1.0,153.47,0,4,1,2,7,1,Loyal Customers
51076,44.0,2.0,131.95,0,4,2,1,7,1,Loyal Customers
51077,44.0,1.0,139.89,1,4,1,1,6,1,Loyal Customers
51078,46.0,1.0,133.06,0,5,1,1,7,1,Loyal Customers
51079,44.0,1.0,170.05,0,4,1,3,8,1,Loyal Customers
51080,39.0,7.0,126.55,1,2,5,1,8,3,Champions
51081,46.0,1.0,113.93,1,5,1,1,7,1,Loyal Customers
51082,39.0,5.0,125.7,0,2,5,1,8,3,Champions
51083,44.0,1.0,135.37,0,4,1,1,6,1,Loyal Customers
51084,33.0,4.0,139.86,0,1,4,1,6,3,Champions
51085,46.0,1.0,208.83,0,5,1,5,11,1,Loyal Customers
51086,33.0,2.0,120.28,0,1,2,1,4,3,Champions
51087,43.0,1.0,195.25,0,3,1,4,8,1,Loyal Customers
51088,39.0,8.0,129.29,0,2,5,1,8,2,Champions
51089,44.0,1.0,122.75,1,4,1,1,6,1,Loyal Customers
51090,39.0,6.0,178.79,0,2,5,4,11,3,Champions
51091,42.0,1.0,149.3,0,2,1,2,5,1,Loyal Customers
51092,38.0,8.0,178.47,0,1,5,4,10,2,Champions
51093,42.0,1.0,144.01,0,2,1,2,5,1,Loyal Customers
51094,39.0,8.0,192.41,0,2,5,4,11,2,Champions
51095,44.0,1.0,129.74,0,4,1,1,6,1,Loyal Customers
51096,39.0,6.0,145.02,0,2,5,2,9,3,Champions
51097,42.0,14.0,207.48,0,2,5,4,11,2,Champions
51098,46.0,1.0,115.55,1,5,1,1,7,1,Loyal Customers
51099,43.0,14.0,229.36,1,3,5,5,13,2,Champions
51100,44.0,1.0,123.05,0,4,1,1,6,1,Loyal Customers
51101,40.0,8.0,267.04,0,2,5,5,12,2,Champions
51102,43.0,1.0,134.33,0,3,1,1,5,1,Loyal Customers
51103,43.0,1.0,134.77,0,3,1,1,5,1,Loyal Customers
51104,44.0,1.0,164.3,0,4,1,3,8,1,Loyal Customers
51105,46.0,1.0,165.16,0,5,1,3,9,1,Loyal Customers
51106,44.0,1.0,139.07,0,4,1,1,6,1,Loyal Customers
51107,37.0,1.0,155.62,0,1,1,3,5,3,Champions
51108,39.0,1.0,168.83,0,2,1,3,6,3,Champions
51109,38.0,1.0,128.62,0,1,1,1,3,3,Champions
51110,46.0,1.0,149.78,0,5,1,2,8,1,Loyal Customers
51111,43.0,1.0,203.68,0,3,1,4,8,1,Loyal Customers
51112,44.0,2.0,161.34,1,4,2,3,9,1,Loyal Customers
51113,46.0,1.0,167.35,1,5,1,3,9,1,Loyal Customers
51114,44.0,1.0,132.95,0,4,1,1,6,1,Loyal Customers
51115,42.0,1.0,152.38,0,2,1,2,5,1,Loyal Customers
51116,38.0,5.0,164.72,0,1,5,3,9,3,Champions
51117,44.0,1.0,196.1,0,4,1,4,9,1,Loyal Customers
51118,38.0,12.0,298.33,0,1,5,5,11,2,Champions
51119,43.0,1.0,197.56,0,3,1,4,8,1,Loyal Customers
51120,39.0,1.0,149.68,0,2,1,2,5,3,Champions
51121,45.0,2.0,121.45,0,5,2,1,8,1,Loyal Customers
51122,44.0,1.0,121.8,1,4,1,1,6,1,Loyal Customers
51123,44.0,1.0,183.46,0,4,1,4,9,1,Loyal Customers
51124,42.0,1.0,134.45,0,2,1,1,4,1,Loyal Customers
51125,44.0,2.0,127.6,1,4,2,1,7,1,Loyal Customers
51126,44.0,1.0,162.94,0,4,1,3,8,1,Loyal Customers
51127,39.0,1.0,171.4,0,2,1,3,6,3,Champions
51128,44.0,1.0,129.32,0,4,1,1,6,1,Loyal Customers
51129,39.0,1.0,151.47,0,2,1,2,5,3,Champions
51130,42.0,1.0,145.07,0,2,1,2,5,1,Loyal Customers
51131,46.0,1.0,185.64,1,5,1,4,10,1,Loyal Customers
51132,41.0,1.0,124.68,0,2,1,1,4,1,Loyal Customers
51133,46.0,1.0,181.61,1,5,1,4,10,1,Loyal Customers
51134,46.0,1.0,121.09,0,5,1,1,7,1,Loyal Customers
51135,39.0,1.0,152.94,0,2,1,2,5,3,Champions
51136,39.0,1.0,127.18,0,2,1,1,4,3,Champions
51137,46.0,1.0,158.11,0,5,1,3,9,1,Loyal Customers
51138,46.0,1.0,124.37,1,5,1,1,7,1,Loyal Customers
51139,42.0,1.0,127.66,0,2,1,1,4,1,Loyal Customers
51140,46.0,1.0,290.38,0,5,1,5,11,0,Champions
51141,39.0,1.0,130.55,0,2,1,1,4,3,Champions
51142,42.0,1.0,122.89,0,2,1,1,4,1,Loyal Customers
51143,39.0,1.0,140.01,0,2,1,1,4,3,Champions
51144,43.0,1.0,229.65,0,3,1,5,9,0,Champions
51145,38.0,1.0,135.39,0,1,1,1,3,3,Champions
51146,44.0,2.0,160.29,0,4,2,3,9,1,Loyal Customers
51147,46.0,1.0,126.79,1,5,1,1,7,1,Loyal Customers
51148,42.0,1.0,137.02,0,2,1,1,4,1,Loyal Customers
51149,46.0,1.0,123.98,1,5,1,1,7,1,Loyal Customers
51150,39.0,5.0,154.68,0,2,5,3,10,3,Champions
51151,43.0,2.0,231.16000000000005,0,3,2,5,10,0,Champions
51152,43.0,1.0,141.89,0,3,1,2,6,1,Loyal Customers
51153,44.0,2.0,293.28,0,4,2,5,11,0,Champions
51154,39.0,5.0,183.21,0,2,5,4,11,3,Champions
51155,43.0,2.0,123.42,1,3,2,1,6,1,Loyal Customers
51156,39.0,4.0,140.71,0,2,4,1,7,3,Champions
51157,39.0,7.0,158.13,1,2,5,3,10,3,Champions
51158,40.0,7.0,131.43,0,2,5,1,8,3,Champions
51159,43.0,1.0,120.44,0,3,1,1,5,1,Loyal Customers
51160,44.0,2.0,234.64,0,4,2,5,11,0,Champions
51161,44.0,2.0,179.91,0,4,2,4,10,1,Loyal Customers
51162,44.0,1.0,133.77,0,4,1,1,6,1,Loyal Customers
51163,46.0,1.0,155.38,0,5,1,3,9,1,Loyal Customers
51164,39.0,1.0,157.62,0,2,1,3,6,3,Champions
51165,38.0,3.0,125.92,0,1,4,1,6,3,Champions
51166,39.0,1.0,153.46,1,2,1,2,5,3,Champions
51167,38.0,1.0,142.13,1,1,1,2,4,3,Champions
51168,44.0,2.0,141.27,0,4,2,2,8,1,Loyal Customers
51169,44.0,1.0,124.38,0,4,1,1,6,1,Loyal Customers
51170,44.0,1.0,168.7,0,4,1,3,8,1,Loyal Customers
51171,41.0,13.0,204.47,0,2,5,4,11,2,Champions
51172,44.0,1.0,196.67,0,4,1,4,9,1,Loyal Customers
51173,42.0,1.0,121.48,1,2,1,1,4,1,Loyal Customers
51174,39.0,3.0,189.26,1,2,4,4,10,3,Champions
51175,43.0,1.0,165.13,0,3,1,3,7,1,Loyal Customers
51176,38.0,4.0,167.99,0,1,4,3,8,3,Champions
51177,32.0,14.0,0.0,0,1,5,1,7,2,Champions
51178,43.0,1.0,127.05,0,3,1,1,5,1,Loyal Customers
51179,36.0,14.0,203.33,0,1,5,4,10,2,Champions
51180,39.0,7.0,144.48,0,2,5,2,9,3,Champions
51181,39.0,1.0,168.54,0,2,1,3,6,3,Champions
51182,44.0,2.0,196.37,0,4,2,4,10,1,Loyal Customers
51183,44.0,1.0,135.91,0,4,1,1,6,1,Loyal Customers
51184,43.0,1.0,154.05,0,3,1,3,7,1,Loyal Customers
51185,44.0,1.0,146.84,0,4,1,2,7,1,Loyal Customers
51186,44.0,2.0,257.87,0,4,2,5,11,0,Champions
51187,46.0,1.0,115.14,0,5,1,1,7,1,Loyal Customers
51188,46.0,1.0,129.56,1,5,1,1,7,1,Loyal Customers
51189,46.0,2.0,123.35,1,5,2,1,8,1,Loyal Customers
51190,39.0,5.0,151.54,0,2,5,2,9,3,Champions
51191,46.0,1.0,169.62,0,5,1,3,9,1,Loyal Customers
51192,39.0,7.0,156.75,0,2,5,3,10,3,Champions
51193,44.0,1.0,123.79,0,4,1,1,6,1,Loyal Customers
51194,36.0,3.0,138.12,0,1,4,1,6,3,Champions
51195,46.0,1.0,146.48,0,5,1,2,8,1,Loyal Customers
51196,43.0,3.0,129.36,0,3,4,1,8,1,Loyal Customers
51197,46.0,2.0,121.05,0,5,2,1,8,1,Loyal Customers
51198,39.0,4.0,185.78,0,2,4,4,10,3,Champions
51199,44.0,2.0,127.06,0,4,2,1,7,1,Loyal Customers
51200,40.0,1.0,163.84,0,2,1,3,6,3,Champions
51201,46.0,1.0,139.68,0,5,1,1,7,1,Loyal Customers
51202,44.0,2.0,199.07,1,4,2,4,10,1,Loyal Customers
51203,38.0,2.0,232.25,0,1,2,5,8,0,Champions
51204,38.0,5.0,135.4,0,1,5,1,7,3,Champions
51205,46.0,1.0,128.04,0,5,1,1,7,1,Loyal Customers
51206,32.0,6.0,293.92,0,1,5,5,11,2,Champions
51207,37.0,12.0,296.65,0,1,5,5,11,2,Champions
51208,46.0,1.0,124.39,1,5,1,1,7,1,Loyal Customers
51209,39.0,1.0,173.14,1,2,1,4,7,3,Champions
51210,43.0,7.0,147.74,0,3,5,2,10,1,Loyal Customers
51211,44.0,2.0,139.02,0,4,2,1,7,1,Loyal Customers
51212,42.0,1.0,126.62,0,2,1,1,4,1,Loyal Customers
51213,46.0,1.0,128.56,0,5,1,1,7,1,Loyal Customers
51214,46.0,1.0,110.81,1,5,1,1,7,1,Loyal Customers
51215,46.0,1.0,124.72,1,5,1,1,7,1,Loyal Customers
51216,39.0,1.0,156.73,0,2,1,3,6,3,Champions
51217,44.0,1.0,141.97,0,4,1,2,7,1,Loyal Customers
51218,46.0,1.0,197.13,0,5,1,4,10,1,Loyal Customers
51219,44.0,1.0,120.62,0,4,1,1,6,1,Loyal Customers
51220,42.0,1.0,142.84,0,2,1,2,5,1,Loyal Customers
51221,44.0,1.0,147.88,0,4,1,2,7,1,Loyal Customers
51222,38.0,3.0,159.06,0,1,4,3,8,3,Champions
51223,38.0,1.0,138.86,0,1,1,1,3,3,Champions
51224,30.0,11.0,268.23,0,1,5,5,11,2,Champions
51225,46.0,1.0,129.33,0,5,1,1,7,1,Loyal Customers
51226,39.0,1.0,165.0,0,2,1,3,6,3,Champions
51227,39.0,4.0,271.74,0,2,4,5,11,0,Champions
51228,44.0,2.0,150.33,0,4,2,2,8,1,Loyal Customers
51229,46.0,3.0,123.07,1,5,4,1,10,1,Loyal Customers
51230,46.0,1.0,125.87,1,5,1,1,7,1,Loyal Customers
51231,43.0,1.0,155.07,0,3,1,3,7,1,Loyal Customers
51232,42.0,1.0,143.93,0,2,1,2,5,1,Loyal Customers
51233,39.0,2.0,233.48,0,2,2,5,9,0,Champions
51234,42.0,1.0,165.83,0,2,1,3,6,1,Loyal Customers
51235,45.0,1.0,181.03,0,5,1,4,10,1,Loyal Customers
51236,44.0,2.0,139.78,0,4,2,1,7,1,Loyal Customers
51237,39.0,7.0,125.44,0,2,5,1,8,3,Champions
51238,43.0,1.0,153.99,0,3,1,3,7,1,Loyal Customers
51239,37.0,1.0,154.87,0,1,1,3,5,3,Champions
51240,39.0,1.0,168.34,0,2,1,3,6,3,Champions
51241,46.0,1.0,110.91,1,5,1,1,7,1,Loyal Customers
51242,44.0,1.0,157.36,0,4,1,3,8,1,Loyal Customers
51243,44.0,1.0,122.26,0,4,1,1,6,1,Loyal Customers
51244,35.0,6.0,157.47,0,1,5,3,9,3,Champions
51245,44.0,2.0,198.54,1,4,2,4,10,1,Loyal Customers
51246,39.0,1.0,154.67,0,2,1,3,6,3,Champions
51247,46.0,1.0,153.8,0,5,1,3,9,1,Loyal Customers
51248,37.0,7.0,151.51,0,1,5,2,8,3,Champions
51249,39.0,1.0,121.33,0,2,1,1,4,3,Champions
51250,46.0,1.0,278.75,0,5,1,5,11,0,Champions
51251,43.0,1.0,124.32,1,3,1,1,5,1,Loyal Customers
51252,43.0,1.0,147.71,0,3,1,2,6,1,Loyal Customers
51253,43.0,4.0,291.61,0,3,4,5,12,0,Champions
51254,46.0,1.0,150.87,0,5,1,2,8,1,Loyal Customers
51255,46.0,1.0,128.63,1,5,1,1,7,1,Loyal Customers
51256,42.0,1.0,0.0,0,2,1,1,4,1,Loyal Customers
51257,42.0,1.0,121.44,0,2,1,1,4,1,Loyal Customers
51258,43.0,2.0,130.65,0,3,2,1,6,1,Loyal Customers
51259,44.0,1.0,128.1,0,4,1,1,6,1,Loyal Customers
51260,45.0,2.0,198.88,0,5,2,4,11,1,Loyal Customers
51261,45.0,1.0,186.28,0,5,1,4,10,1,Loyal Customers
51262,40.0,7.0,128.67,0,2,5,1,8,3,Champions
51263,44.0,1.0,153.73,0,4,1,3,8,1,Loyal Customers
51264,44.0,1.0,166.67,0,4,1,3,8,1,Loyal Customers
51265,39.0,8.0,150.03,0,2,5,2,9,2,Champions
51266,43.0,1.0,123.67,1,3,1,1,5,1,Loyal Customers
51267,46.0,1.0,128.58,0,5,1,1,7,1,Loyal Customers
51268,37.0,1.0,152.04,0,1,1,2,4,3,Champions
51269,39.0,1.0,141.05,0,2,1,2,5,3,Champions
51270,46.0,1.0,196.79,0,5,1,4,10,1,Loyal Customers
51271,38.0,1.0,156.17,1,1,1,3,5,3,Champions
51272,44.0,2.0,204.48,1,4,2,4,10,1,Loyal Customers
51273,43.0,2.0,128.97,0,3,2,1,6,1,Loyal Customers
51274,38.0,2.0,159.68,0,1,2,3,6,3,Champions
51275,37.0,1.0,175.1,0,1,1,4,6,3,Champions
51276,44.0,1.0,129.91,0,4,1,1,6,1,Loyal Customers
51277,42.0,1.0,296.36,0,2,1,5,8,0,Champions
51278,46.0,1.0,111.29,0,5,1,1,7,1,Loyal Customers
51279,36.0,2.0,233.41000000000005,0,1,2,5,8,3,Champions
51280,39.0,3.0,143.32,0,2,4,2,8,3,Champions
51281,43.0,4.0,210.31,0,3,4,5,12,0,Champions
51282,42.0,1.0,144.4,0,2,1,2,5,1,Loyal Customers
51283,44.0,1.0,146.17,0,4,1,2,7,1,Loyal Customers
51284,42.0,1.0,126.47,0,2,1,1,4,1,Loyal Customers
51285,42.0,9.0,163.23,0,2,5,3,10,2,Champions
51286,36.0,5.0,156.77,0,1,5,3,9,3,Champions
51287,44.0,1.0,121.87,0,4,1,1,6,1,Loyal Customers
51288,39.0,1.0,137.48,0,2,1,1,4,3,Champions
51289,44.0,1.0,139.77,0,4,1,1,6,1,Loyal Customers
51290,35.0,12.0,186.33,0,1,5,4,10,2,Champions
51291,46.0,1.0,120.08,0,5,1,1,7,1,Loyal Customers
51292,38.0,5.0,144.4,0,1,5,2,8,3,Champions
51293,44.0,1.0,130.67,0,4,1,1,6,1,Loyal Customers
51294,39.0,7.0,153.21,0,2,5,2,9,3,Champions
51295,44.0,1.0,154.1,0,4,1,3,8,1,Loyal Customers
51296,46.0,1.0,127.82,0,5,1,1,7,1,Loyal Customers
51297,43.0,5.0,219.57,0,3,5,5,13,0,Champions
51298,44.0,2.0,126.6,0,4,2,1,7,1,Loyal Customers
51299,44.0,1.0,133.75,0,4,1,1,6,1,Loyal Customers
51300,38.0,1.0,150.98,0,1,1,2,4,3,Champions
51301,45.0,8.0,12.0,0,5,5,1,11,1,Loyal Customers
51302,45.0,4.0,128.37,0,5,4,1,10,1,Loyal Customers
51303,46.0,1.0,124.06,0,5,1,1,7,1,Loyal Customers
51304,44.0,2.0,122.69,0,4,2,1,7,1,Loyal Customers
51305,39.0,1.0,141.08,0,2,1,2,5,3,Champions
51306,35.0,2.0,232.06,0,1,2,5,8,3,Champions
51307,39.0,5.0,204.22,0,2,5,4,11,3,Champions
51308,38.0,2.0,237.44,0,1,2,5,8,0,Champions
51309,42.0,1.0,149.07,0,2,1,2,5,1,Loyal Customers
51310,46.0,1.0,134.82,0,5,1,1,7,1,Loyal Customers
51311,44.0,1.0,124.36,0,4,1,1,6,1,Loyal Customers
51312,44.0,1.0,123.8,0,4,1,1,6,1,Loyal Customers
51313,43.0,1.0,294.31,0,3,1,5,9,0,Champions
51314,46.0,1.0,117.9,1,5,1,1,7,1,Loyal Customers
51315,42.0,3.0,176.44,0,2,4,4,10,1,Loyal Customers
51316,44.0,1.0,151.31,0,4,1,2,7,1,Loyal Customers
51317,37.0,1.0,163.06,0,1,1,3,5,3,Champions
51318,44.0,2.0,147.87,1,4,2,2,8,1,Loyal Customers
51319,32.0,4.0,288.8,0,1,4,5,10,0,Champions
51320,38.0,9.0,123.39,1,1,5,1,7,2,Champions
51321,36.0,2.0,235.7,0,1,2,5,8,3,Champions
51322,39.0,1.0,167.12,0,2,1,3,6,3,Champions
51323,35.0,11.0,154.06,0,1,5,3,9,2,Champions
51324,42.0,1.0,189.38,0,2,1,4,7,1,Loyal Customers
51325,44.0,1.0,124.39,0,4,1,1,6,1,Loyal Customers
51326,39.0,1.0,188.37,0,2,1,4,7,3,Champions
51327,37.0,1.0,153.43,0,1,1,2,4,3,Champions
51328,45.0,1.0,167.28,1,5,1,3,9,1,Loyal Customers
51329,46.0,1.0,166.52,0,5,1,3,9,1,Loyal Customers
51330,45.0,1.0,148.5,0,5,1,2,8,1,Loyal Customers
51331,44.0,2.0,128.09,0,4,2,1,7,1,Loyal Customers
51332,44.0,1.0,156.89,0,4,1,3,8,1,Loyal Customers
51333,44.0,1.0,120.01,0,4,1,1,6,1,Loyal Customers
51334,45.0,1.0,129.77,0,5,1,1,7,1,Loyal Customers
51335,43.0,1.0,140.25,0,3,1,1,5,1,Loyal Customers
51336,42.0,1.0,137.85,0,2,1,1,4,1,Loyal Customers
51337,46.0,2.0,208.54,1,5,2,4,11,1,Loyal Customers
51338,43.0,9.0,220.31,0,3,5,5,13,2,Champions
51339,39.0,1.0,199.36,0,2,1,4,7,3,Champions
51340,46.0,1.0,129.66,0,5,1,1,7,1,Loyal Customers
51341,43.0,1.0,125.71,0,3,1,1,5,1,Loyal Customers
51342,39.0,1.0,199.91,0,2,1,4,7,3,Champions
51343,43.0,1.0,161.42,0,3,1,3,7,1,Loyal Customers
51344,38.0,1.0,153.9,0,1,1,3,5,3,Champions
51345,44.0,1.0,144.04,0,4,1,2,7,1,Loyal Customers
51346,41.0,1.0,159.93,1,2,1,3,6,1,Loyal Customers
51347,39.0,1.0,151.3,0,2,1,2,5,3,Champions
51348,46.0,1.0,120.9,1,5,1,1,7,1,Loyal Customers
51349,46.0,3.0,129.09,0,5,4,1,10,1,Loyal Customers
51350,44.0,2.0,134.68,0,4,2,1,7,1,Loyal Customers
51351,40.0,3.0,130.68,0,2,4,1,7,3,Champions
51352,46.0,1.0,126.7,0,5,1,1,7,1,Loyal Customers
51353,46.0,1.0,126.93,0,5,1,1,7,1,Loyal Customers
51354,38.0,1.0,195.26,0,1,1,4,6,3,Champions
51355,39.0,7.0,152.37,0,2,5,2,9,3,Champions
51356,43.0,1.0,124.26,0,3,1,1,5,1,Loyal Customers
51357,38.0,1.0,141.93,0,1,1,2,4,3,Champions
51358,43.0,4.0,129.11,0,3,4,1,8,1,Loyal Customers
51359,44.0,1.0,126.61,0,4,1,1,6,1,Loyal Customers
51360,43.0,1.0,120.28,1,3,1,1,5,1,Loyal Customers
51361,38.0,8.0,199.8,0,1,5,4,10,2,Champions
51362,41.0,1.0,132.98,0,2,1,1,4,1,Loyal Customers
51363,46.0,1.0,129.35,0,5,1,1,7,1,Loyal Customers
51364,39.0,2.0,254.27,0,2,2,5,9,0,Champions
51365,44.0,1.0,139.44,0,4,1,1,6,1,Loyal Customers
51366,43.0,1.0,140.11,0,3,1,1,5,1,Loyal Customers
51367,43.0,1.0,134.07,1,3,1,1,5,1,Loyal Customers
51368,43.0,2.0,219.94,0,3,2,5,10,0,Champions
51369,46.0,1.0,112.32,0,5,1,1,7,1,Loyal Customers
51370,43.0,1.0,129.6,1,3,1,1,5,1,Loyal Customers
51371,38.0,4.0,290.94,0,1,4,5,10,0,Champions
51372,39.0,6.0,139.19,1,2,5,1,8,3,Champions
51373,44.0,4.0,168.25,0,4,4,3,11,1,Loyal Customers
51374,29.0,5.0,202.48,0,1,5,4,10,3,Champions
51375,45.0,2.0,289.47,0,5,2,5,12,0,Champions
51376,46.0,1.0,124.96,0,5,1,1,7,1,Loyal Customers
51377,43.0,1.0,164.65,0,3,1,3,7,1,Loyal Customers
51378,38.0,1.0,122.06,0,1,1,1,3,3,Champions
51379,46.0,1.0,120.86,1,5,1,1,7,1,Loyal Customers
51380,46.0,2.0,122.93,1,5,2,1,8,1,Loyal Customers
51381,42.0,1.0,126.45,0,2,1,1,4,1,Loyal Customers
51382,44.0,1.0,126.83,1,4,1,1,6,1,Loyal Customers
51383,44.0,2.0,120.14,0,4,2,1,7,1,Loyal Customers
51384,46.0,1.0,134.19,0,5,1,1,7,1,Loyal Customers
51385,43.0,1.0,153.76,0,3,1,3,7,1,Loyal Customers
51386,46.0,1.0,119.51,0,5,1,1,7,1,Loyal Customers
51387,46.0,1.0,123.41,0,5,1,1,7,1,Loyal Customers
51388,45.0,1.0,122.93,1,5,1,1,7,1,Loyal Customers
51389,39.0,1.0,187.26,0,2,1,4,7,3,Champions
51390,39.0,3.0,140.11,0,2,4,1,7,3,Champions
51391,38.0,15.0,295.45,1,1,5,5,11,2,Champions
51392,39.0,8.0,145.68,0,2,5,2,9,2,Champions
51393,46.0,1.0,130.22,0,5,1,1,7,1,Loyal Customers
51394,38.0,1.0,157.72,0,1,1,3,5,3,Champions
51395,45.0,1.0,122.69,0,5,1,1,7,1,Loyal Customers
51396,46.0,1.0,153.81,1,5,1,3,9,1,Loyal Customers
51397,44.0,2.0,134.41,1,4,2,1,7,1,Loyal Customers
51398,43.0,1.0,154.54,0,3,1,3,7,1,Loyal Customers
51399,43.0,2.0,198.84,0,3,2,4,9,1,Loyal Customers
51400,46.0,1.0,141.57,0,5,1,2,8,1,Loyal Customers
51401,34.0,2.0,234.58,0,1,2,5,8,3,Champions
